招标单位,年份,地区,新老客户,服装类型,单位,中标情况,报价,成本,限价,评标方法
武汉交投高速公路运营管理有限公司,2023,湖北,,西服,海澜之家集团股份有限公司,0,964758,,1080902,"评标基准价计算方法：
（1）如果通过初步评审的投标人大于等于5
家，则：评标基准价=通过初步评审的投标人中
去掉一个最高报价和一个最低报价以后的各投标
人报价的算术平均值。
（2）如果通过初步评审的投标人少于5 家，
则：评标基准价=所有通过初步评审的投标人报
价的算术平均值。
投标价得分计算公式示例：
（1）如果有效投标人投标价大于评标基准价，
则投标价得分＝P－（投标报价-评标基准价）/
评标基准价×100×E1；
（2）如果有效投标人投标价小于评标基准价，
则投标价得分＝P+（投标报价-评标基准价）/评
标基准价×100×E2。
其中，P 是有效投标人投标价所占的评分满分
值；E1 是有效投标人投标价每高于评标基准价一
个百分点的扣分值；E2 是有效投标人投标价每低
于评标基准价一个百分点的扣分值。
P=40 ，E1=0.6 ，E2=0.3。
投标价得分按公式计算保留小数点后两位，最低
得分为0 分。"
武汉交投高速公路运营管理有限公司,2023,湖北,,西服,上海宝鸟服饰有限公司,1,981848,,1080902,"评标基准价计算方法：
（1）如果通过初步评审的投标人大于等于5
家，则：评标基准价=通过初步评审的投标人中
去掉一个最高报价和一个最低报价以后的各投标
人报价的算术平均值。
（2）如果通过初步评审的投标人少于5 家，
则：评标基准价=所有通过初步评审的投标人报
价的算术平均值。
投标价得分计算公式示例：
（1）如果有效投标人投标价大于评标基准价，
则投标价得分＝P－（投标报价-评标基准价）/
评标基准价×100×E1；
（2）如果有效投标人投标价小于评标基准价，
则投标价得分＝P+（投标报价-评标基准价）/评
标基准价×100×E2。
其中，P 是有效投标人投标价所占的评分满分
值；E1 是有效投标人投标价每高于评标基准价一
个百分点的扣分值；E2 是有效投标人投标价每低
于评标基准价一个百分点的扣分值。
P=40 ，E1=0.6 ，E2=0.3。
投标价得分按公式计算保留小数点后两位，最低
得分为0 分。"
江苏省江都中学,2023,苏北,,校服,海澜之家集团股份有限公司,1,125,,185,"报价分采用低价优先法计算，即满足招标文件要求且最后报价
最低的投标人的价格为投标基准价，其价格分为满分。
其他投标人的价格分按照下列公式计算：投标报价得分=【投标
基准价（核算后）／投标报价（核算后）】×40×100%（报价
得分四舍五入后保留至小数点后2 位）"
中国葛洲坝集团国际工程有限公司,2023,北京,,西服,海澜之家集团股份有限公司,,1799180,,,
上海轨道交通,2023,上海,,衬衫,海澜之家集团股份有限公司,1,14960081,,16456976,"对进入商务标评审的投标单位，以经评审的商务报价的
算术平均值作为商务标评分的基准价，并以该基准价为商务标满分（100 分），在
此基准价上经评审的评标价每上升1%，扣1 分，每下浮1%，扣0.5 分,中间用插入
法计算，保留小数点两位，以此类推，扣完为止，不计负分。得出各投标单位商务
标的得分，该得分再乘以商务标权数（即40%），由此得出投标单位商务标的实际
得分。"
上海轨道交通,2023,上海,,西服,海澜之家集团股份有限公司,0,14784255,,15030384,"对进入商务标评审的投标单位，以经评审的商务报价的
算术平均值作为商务标评分的基准价，并以该基准价为商务标满分（100 分），在
此基准价上经评审的评标价每上升1%，扣1 分，每下浮1%，扣0.5 分,中间用插入
法计算，保留小数点两位，以此类推，扣完为止，不计负分。得出各投标单位商务
标的得分，该得分再乘以商务标权数（即40%），由此得出投标单位商务标的实际
得分。"
上海轨道交通,2023,上海,,西服,茉织华实业（集团）有限公司,1,14202128,,15030384,"对进入商务标评审的投标单位，以经评审的商务报价的
算术平均值作为商务标评分的基准价，并以该基准价为商务标满分（100 分），在
此基准价上经评审的评标价每上升1%，扣1 分，每下浮1%，扣0.5 分,中间用插入
法计算，保留小数点两位，以此类推，扣完为止，不计负分。得出各投标单位商务
标的得分，该得分再乘以商务标权数（即40%），由此得出投标单位商务标的实际
得分。"
上海轨道交通,2023,上海,,工作服,海澜之家集团股份有限公司,0,6348250,,6353550,"对进入商务标评审的投标单位，以经评审的商务报价的
算术平均值作为商务标评分的基准价，并以该基准价为商务标满分（100 分），在
此基准价上经评审的评标价每上升1%，扣1 分，每下浮1%，扣0.5 分,中间用插入
法计算，保留小数点两位，以此类推，扣完为止，不计负分。得出各投标单位商务
标的得分，该得分再乘以商务标权数（即40%），由此得出投标单位商务标的实际
得分。"
上海轨道交通,2023,上海,,工作服,海澜之家集团股份有限公司,1,6063912,,6353550,"对进入商务标评审的投标单位，以经评审的商务报价的
算术平均值作为商务标评分的基准价，并以该基准价为商务标满分（100 分），在
此基准价上经评审的评标价每上升1%，扣1 分，每下浮1%，扣0.5 分,中间用插入
法计算，保留小数点两位，以此类推，扣完为止，不计负分。得出各投标单位商务
标的得分，该得分再乘以商务标权数（即40%），由此得出投标单位商务标的实际
得分。"
上海市交通委员执法总队,2023,上海,,制式服装,海澜之家集团股份有限公司,0,1347996,,1348000,"综合评分法中的价格分统一采用低优先法计算，即满足磋商文件要求且最后磋商报价最低的为基准价，其格分 为满基准价，其格分 为满基准价，其格分 为满30 分。
2、其他供应商的磋报价得分 、其他供应商的磋报价得分 计算公式如下：
磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 =( 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 最后磋商报价 )×30% ×100 ；"
上海市交通委员执法总队,2023,上海,,制式服装,茉织华实业（集团）有限公司,1,1331873,,1348000,"综合评分法中的价格分统一采用低优先法计算，即满足磋商文件要求且最后磋商报价最低的为基准价，其格分 为满基准价，其格分 为满基准价，其格分 为满30 分。
2、其他供应商的磋报价得分 、其他供应商的磋报价得分 计算公式如下：
磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 磋商报价得分 =( 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 磋商基准价／ 最后磋商报价 )×30% ×100 ；"
湛江徐用港有限公司 ,2023,广东,,,海澜之家集团股份有限公司,,1904345,,,
中国农业银行股份有限公司广东省分行,2023,广东,,西服,海澜之家集团股份有限公司,0,8686.31,,,"评标价格（简称：A1)：评标价格=“男员工一套服装投标总价”（不含可抵扣增值税）×50%+“女员工一套服装投标总价”（不含可抵扣增值税）×40%+“女网点主任一套服装投标总价”（不含可抵扣增值税）×10%，四舍五入后，小数点后保留两位有效数。如投标人开具可抵扣的增值税专用发票，评标价格为不含税投标总价，否则评标价格为含税投标总价。
评标基准价格（简称：B1)：a.若通过初审的投标人数量不多于5家时，通过初步审查的所有合格投标人的评标价格的算术平均值的90%作为评标基准价格。b.若通过初审的投标人数量多于5家时，则去掉一个最高的评标价格和商务技术得分低于平均值且评标价格高于平均值的投标人的评标价格【评标价格由高到低排序，以上去掉的家数最多为通过初审投标人家数的25%（计算四舍五入保留整数）】及一个最低的评标价格后，其他所有通过初步审查的投标人的评标价格算术平均值的90%作为评标基准价格。
价格得分（计算四舍五入保留两位小数点）评分办法如下：
（1）若A1≤B1，投标人价格得分=40
（2）若A1>B1，投标人价格得分= B1/A1×40"
中国农业银行股份有限公司广东省分行,2023,广东,,西服,山东希努尔服装有限公司,1,8728.12,,,"评标价格（简称：A1)：评标价格=“男员工一套服装投标总价”（不含可抵扣增值税）×50%+“女员工一套服装投标总价”（不含可抵扣增值税）×40%+“女网点主任一套服装投标总价”（不含可抵扣增值税）×10%，四舍五入后，小数点后保留两位有效数。如投标人开具可抵扣的增值税专用发票，评标价格为不含税投标总价，否则评标价格为含税投标总价。
评标基准价格（简称：B1)：a.若通过初审的投标人数量不多于5家时，通过初步审查的所有合格投标人的评标价格的算术平均值的90%作为评标基准价格。b.若通过初审的投标人数量多于5家时，则去掉一个最高的评标价格和商务技术得分低于平均值且评标价格高于平均值的投标人的评标价格【评标价格由高到低排序，以上去掉的家数最多为通过初审投标人家数的25%（计算四舍五入保留整数）】及一个最低的评标价格后，其他所有通过初步审查的投标人的评标价格算术平均值的90%作为评标基准价格。
价格得分（计算四舍五入保留两位小数点）评分办法如下：
（1）若A1≤B1，投标人价格得分=40
（2）若A1>B1，投标人价格得分= B1/A1×40"
国泰君安证劵股份有限公司甘肃分公司,2023,甘肃,,,海澜之家集团股份有限公司,,880000,,,
东台市行政审批局,2023,苏北,,西服,海澜之家集团股份有限公司,1,1076700,,1184000,满足 招标 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 文件要求且投标价格最低的报为基准，其分 为满分 。报价得为满分 。报价得为满分 。报价得为满分 。报价得=(评标基准价 评标基准价 /投标报价 投标报价 投标报价 )×30 。
青岛真情巴士集团有限公司,2023,山东,,防寒服,海澜之家集团股份有限公司,0,947500,,1250000,"满足招标文件要求且投标价格最低的投标报价为评标基准价，其价格分为满分（30分）。
其他投标人的价格分统一按照下列公式计算：投标报价得分＝（评标基准价／投标报价)×30"
青岛真情巴士集团有限公司,2023,山东,,防寒服,湖南省韶峰服饰有限公司,1,1240000,,1250000,"满足招标文件要求且投标价格最低的投标报价为评标基准价，其价格分为满分（30分）。
其他投标人的价格分统一按照下列公式计算：投标报价得分＝（评标基准价／投标报价)×30"
青岛真情巴士集团有限公司,2023,山东,,衬衫,海澜之家集团股份有限公司,1,425000,,1000000,"满足招标文件要求且投标价格最低的投标报价为评标基准价，其价格分为满分（30分）。
其他投标人的价格分统一按照下列公式计算：投标报价得分＝（评标基准价／投标报价)×30"
